month,product_name,region,opening_stock_units,received_units,sold_units,closing_stock_units,stockout_days,backorder_units,,
01-11-2023,ANT-25,West,641,3546,674,3513,2,8,,
01-11-2023,CAR-05,Central,19868,3840,2005,21703,0,0,,
01-11-2023,CAR-05,East,22679,3582,953,25308,0,0,,
01-11-2023,CAR-05,North,27283,1772,408,28647,0,0,,
01-11-2023,CAR-05,South,11100,3597,1533,13164,0,0,,
01-11-2023,CAR-05,West,17425,3346,1960,18811,0,0,,
01-11-2023,CAR-08,Central,30570,4448,264,34754,0,0,,
01-11-2023,CAR-08,East,30741,2506,565,32682,0,0,,
01-11-2023,CAR-08,North,609,4978,656,4931,3,5,,
01-11-2023,CAR-08,South,37974,4192,70,42096,0,0,,
01-11-2023,CAR-08,West,31225,3248,363,34110,0,0,,
01-11-2023,CAR-10,Central,28811,2795,479,31127,0,0,,
01-11-2023,CAR-10,East,32118,4102,511,35709,0,0,,
01-11-2023,CAR-10,North,344,2666,379,2631,4,9,,
01-11-2023,CAR-10,South,400,5027,441,4986,3,1,,
01-11-2023,CAR-10,West,30824,3043,139,33728,0,0,,
01-11-2023,CAR-14,Central,230,4221,238,4213,4,8,,
01-11-2023,CAR-14,East,28128,4457,1160,31425,0,0,,
01-11-2023,CAR-14,North,555,3394,558,3391,2,3,,
01-11-2023,CAR-14,South,21254,3780,799,24235,0,0,,
01-11-2023,CAR-14,West,30100,1557,435,31222,0,0,,
01-11-2023,CAR-15,Central,923,3054,966,3011,2,27,,
01-11-2023,CAR-15,East,-25,1875,0,1850,1,3,,
01-11-2023,CAR-15,North,25480,2734,1194,27020,0,0,,
01-11-2023,CAR-15,South,26517,2501,496,28522,0,0,,
01-11-2023,CAR-15,West,21995,2690,984,23701,0,0,,
01-11-2023,CAR-20,Central,30773,2827,493,33107,0,0,,
01-11-2023,CAR-20,East,28170,4058,298,31930,0,0,,
01-11-2023,CAR-20,North,34488,3507,377,37618,0,0,,
01-11-2023,CAR-20,South,422,2830,452,2800,4,3,,
01-11-2023,CAR-20,West,416,3342,429,3329,4,13,,
01-11-2023,CAR-22,Central,242,2511,286,2467,3,10,,
01-11-2023,CAR-22,East,31685,3300,496,34489,0,0,,
01-11-2023,CAR-22,North,210,3818,255,3773,3,5,,
01-11-2023,CAR-22,South,33752,4375,198,37929,0,0,,
01-11-2023,CAR-22,West,28924,2752,209,31467,0,0,,
01-11-2023,DIA-11,Central,34320,2236,244,36312,0,0,,
01-11-2023,DIA-11,East,32863,4671,250,37284,0,0,,
01-11-2023,DIA-11,North,34333,2855,123,37065,0,0,,
01-11-2023,DIA-11,South,29455,3927,186,33196,0,0,,
01-11-2023,DIA-11,West,32833,2001,101,34733,0,0,,
01-11-2023,DIA-16,Central,489,2940,498,2931,1,2,,
01-11-2023,DIA-16,East,27590,2685,772,29503,0,0,,
01-11-2023,DIA-16,North,26718,1754,694,27778,0,0,,
01-11-2023,DIA-16,South,26629,5027,958,30698,0,0,,
01-11-2023,DIA-16,West,28932,1791,408,30315,0,0,,
01-11-2023,RES-04,Central,31785,2044,301,33528,0,0,,
01-11-2023,RES-04,East,26670,2802,402,29070,0,0,,
01-11-2023,RES-04,North,33423,2851,359,35915,0,0,,
01-11-2023,RES-04,South,24509,4257,410,28356,0,0,,
01-11-2023,RES-04,West,190,3213,215,3188,1,10,,
01-11-2023,RES-06,Central,430,1065,461,1034,2,21,,
01-11-2023,RES-06,East,343,3015,391,2967,2,11,,
01-11-2023,RES-06,North,31642,3108,607,34143,0,0,,
01-11-2023,RES-06,South,21961,3576,526,25011,0,0,,
01-11-2023,RES-06,West,27545,3172,577,30140,0,0,,
01-11-2023,RES-17,Central,30733,2581,97,33217,0,0,,
01-11-2023,RES-17,East,24712,3343,535,27520,0,0,,
01-11-2023,RES-17,North,27583,3421,789,30215,0,0,,
01-11-2023,RES-17,South,28843,3112,515,31440,0,0,,
01-11-2023,RES-17,West,35222,2840,959,37103,0,0,,
01-11-2023,RES-19,Central,34138,1816,106,35848,0,0,,
01-11-2023,RES-19,East,32514,2828,381,34961,0,0,,
01-11-2023,RES-19,North,28917,4357,21,33253,0,0,,
01-11-2023,RES-19,South,33853,2630,310,36173,0,0,,
01-11-2023,RES-19,West,365,3964,404,3925,3,14,,
01-11-2023,RES-24,Central,26150,1836,555,27431,0,0,,
01-11-2023,RES-24,East,30263,4225,170,34318,0,0,,
01-11-2023,RES-24,North,30692,3429,132,33989,0,0,,
01-11-2023,RES-24,South,32219,4124,358,35985,0,0,,
01-11-2023,RES-24,West,35357,4961,553,39765,0,0,,
01-12-2023,ANA-01,Central,18748,4792,309,23231,0,0,,
01-12-2023,ANA-01,East,416,2898,417,2897,4,1,,
01-12-2023,ANA-01,North,634,4183,639,4178,3,0,,
01-12-2023,ANA-01,South,24211,2840,513,26538,0,0,,
01-12-2023,ANA-01,West,29983,3118,415,32686,0,0,,
01-12-2023,ANA-02,Central,28526,4455,483,32498,0,0,,
01-12-2023,ANA-02,East,10960,1666,984,11642,0,0,,
01-12-2023,ANA-02,North,17873,2960,1983,18850,0,0,,
01-12-2023,ANA-02,South,15262,2607,737,17132,0,0,,
01-12-2023,ANA-02,West,9543,3283,599,12227,0,0,,
01-12-2023,ANA-03,Central,257,2779,306,2730,3,23,,
01-12-2023,ANA-03,East,29973,4317,147,34143,0,0,,
01-12-2023,ANA-03,North,33107,3601,296,36412,0,0,,
01-12-2023,ANA-03,South,39225,3531,67,42689,0,0,,
01-12-2023,ANA-03,West,31478,3976,170,35284,0,0,,
01-12-2023,ANA-07,Central,27468,1770,239,28999,0,0,,
01-12-2023,ANA-07,East,31231,4065,273,35023,0,0,,
01-12-2023,ANA-07,North,64,3339,106,3297,3,24,,
01-12-2023,ANA-07,South,29858,2738,75,32521,0,0,,
01-12-2023,ANA-07,West,299,2792,328,2763,3,28,,
01-12-2023,ANA-09,Central,31309,2255,220,33344,0,0,,
01-12-2023,ANA-09,East,29993,2927,468,32452,0,0,,
01-12-2023,ANA-09,North,38385,3585,58,41912,0,0,,
01-12-2023,ANA-09,South,29526,2664,219,31971,0,0,,
01-12-2023,ANA-09,West,25240,2583,555,27268,0,0,,
01-12-2023,ANA-12,Central,35225,4354,179,39400,0,0,,
01-12-2023,ANA-12,East,32507,2627,167,34967,0,0,,
01-12-2023,ANA-12,North,30719,3287,179,33827,0,0,,
01-12-2023,ANA-12,South,30728,3749,230,34247,0,0,,
01-12-2023,ANA-12,West,35996,2761,142,38615,0,0,,
01-12-2023,ANA-18,Central,607,4781,657,4731,1,44,,
01-12-2023,ANA-18,East,68,3287,75,3280,2,6,,
01-12-2023,ANA-18,North,24891,3775,1030,27636,0,0,,
01-12-2023,ANA-18,South,31211,3723,685,34249,0,0,,
01-12-2023,ANA-18,West,1512,1629,1535,1606,1,4,,
01-12-2023,ANA-21,Central,27768,2108,449,29427,0,0,,
01-12-2023,ANA-21,East,34993,2628,324,37297,0,0,,
01-12-2023,ANA-21,North,29423,3255,336,32342,0,0,,
01-12-2023,ANA-21,South,33364,2855,136,36083,0,0,,
01-12-2023,ANA-21,West,321,2310,349,2282,2,13,,
01-12-2023,ANA-23,Central,26022,2659,383,28298,0,0,,
01-12-2023,ANA-23,East,854,2504,875,2483,3,17,,
01-12-2023,ANA-23,North,18965,3682,1517,21130,0,0,,
01-12-2023,ANA-23,South,23912,2977,352,26537,0,0,,
01-12-2023,ANA-23,West,30577,2641,52,33166,0,0,,
01-12-2023,ANT-13,Central,31931,3460,430,34961,0,0,,
01-12-2023,ANT-13,East,30401,4072,294,34179,0,0,,
01-12-2023,ANT-13,North,25245,2433,252,27426,0,0,,
01-12-2023,ANT-13,South,29072,3571,286,32357,0,0,,
01-12-2023,ANT-13,West,29929,2674,310,32293,0,0,,
01-12-2023,ANT-25,Central,26954,2223,124,29053,0,0,,
01-12-2023,ANT-25,East,112,2660,145,2627,2,8,,
01-12-2023,ANT-25,North,33485,3666,154,36997,0,0,,
01-12-2023,ANT-25,South,29637,2930,252,32315,0,0,,
01-12-2023,ANT-25,West,29152,2073,447,30778,0,0,,
01-12-2023,CAR-05,Central,21703,3513,805,24411,0,0,,
01-12-2023,CAR-05,East,25308,2204,575,26937,0,0,,
01-12-2023,CAR-05,North,28647,3479,226,31900,0,0,,
01-12-2023,CAR-05,South,13164,2925,1648,14441,0,0,,
01-12-2023,CAR-05,West,18811,3528,637,21702,0,0,,
01-12-2023,CAR-08,Central,34754,3242,233,37763,0,0,,
01-12-2023,CAR-08,East,32682,1590,302,33970,0,0,,
01-12-2023,CAR-08,North,217,2211,246,2182,4,26,,
01-12-2023,CAR-08,South,42096,2783,124,44755,0,0,,
01-12-2023,CAR-08,West,80,2917,129,2868,2,23,,
01-12-2023,CAR-10,Central,31127,1312,253,32186,0,0,,
01-12-2023,CAR-10,East,35709,3282,134,38857,0,0,,
01-12-2023,CAR-10,North,31804,3453,518,34739,0,0,,
01-12-2023,CAR-10,South,35792,2047,239,37600,0,0,,
01-12-2023,CAR-10,West,33728,3227,271,36684,0,0,,
01-12-2023,CAR-14,Central,34686,2267,140,36813,0,0,,
01-12-2023,CAR-14,East,31425,1815,348,32892,0,0,,
01-12-2023,CAR-14,North,35117,3625,172,38570,0,0,,
01-12-2023,CAR-14,South,24235,2581,347,26469,0,0,,
01-12-2023,CAR-14,West,31222,1769,92,32899,0,0,,
01-12-2023,CAR-15,Central,20824,3467,1079,23212,0,0,,
01-12-2023,CAR-15,East,40766,2545,0,43311,0,0,,
01-12-2023,CAR-15,North,27020,3897,369,30548,0,0,,
01-12-2023,CAR-15,South,28522,2897,292,31127,0,0,,
01-12-2023,CAR-15,West,23701,1979,408,25272,0,0,,
01-12-2023,CAR-20,Central,414,2887,417,2884,4,1,,
01-12-2023,CAR-20,East,31930,2684,166,34448,0,0,,
01-12-2023,CAR-20,North,37618,5270,162,42726,0,0,,
01-12-2023,CAR-20,South,32911,2865,233,35543,0,0,,
01-12-2023,CAR-20,West,231,3430,268,3393,4,20,,
01-12-2023,CAR-22,Central,31730,3001,154,34577,0,0,,
01-12-2023,CAR-22,East,34489,3027,324,37192,0,0,,
01-12-2023,CAR-22,North,38488,2182,270,40400,0,0,,
01-12-2023,CAR-22,South,37929,2369,85,40213,0,0,,
01-12-2023,CAR-22,West,31467,1616,210,32873,0,0,,
01-12-2023,DIA-11,Central,36312,3211,233,39290,0,0,,
01-12-2023,DIA-11,East,101,2224,127,2198,1,22,,
01-12-2023,DIA-11,North,77,2721,88,2710,4,3,,
01-12-2023,DIA-11,South,33196,3356,170,36382,0,0,,
01-12-2023,DIA-11,West,34733,3824,8,38549,0,0,,
01-12-2023,DIA-16,Central,30968,4185,101,35052,0,0,,
01-12-2023,DIA-16,East,29503,4350,410,33443,0,0,,
01-12-2023,DIA-16,North,27778,2827,551,30054,0,0,,
01-12-2023,DIA-16,South,628,1402,660,1370,3,28,,
01-12-2023,DIA-16,West,30315,3147,377,33085,0,0,,
01-12-2023,RES-04,Central,33528,2393,147,35774,0,0,,
01-12-2023,RES-04,East,29070,2859,313,31616,0,0,,
01-12-2023,RES-04,North,35915,1486,82,37319,0,0,,
01-12-2023,RES-04,South,28356,2581,502,30435,0,0,,
01-12-2023,RES-04,West,36169,1447,230,37386,0,0,,
01-12-2023,RES-06,Central,24218,3014,163,27069,0,0,,
01-12-2023,RES-06,East,29191,2956,365,31782,0,0,,
01-12-2023,RES-06,North,34143,629,321,34451,0,0,,
01-12-2023,RES-06,South,25011,3420,204,28227,0,0,,
01-12-2023,RES-06,West,30140,3233,290,33083,0,0,,
01-12-2023,RES-17,Central,33217,4109,72,37254,0,0,,
01-12-2023,RES-17,East,27520,2807,151,30176,0,0,,
01-12-2023,RES-17,North,30215,4197,348,34064,0,0,,
01-12-2023,RES-17,South,31440,1882,265,33057,0,0,,
01-12-2023,RES-17,West,37103,2656,344,39415,0,0,,
01-12-2023,RES-19,Central,35848,2147,92,37903,0,0,,
01-12-2023,RES-19,East,34961,1960,122,36799,0,0,,
01-12-2023,RES-19,North,33253,3604,83,36774,0,0,,
01-12-2023,RES-19,South,36173,3989,124,40038,0,0,,
01-12-2023,RES-19,West,37268,2583,344,39507,0,0,,
01-12-2023,RES-24,Central,27431,2621,241,29811,0,0,,
01-12-2023,RES-24,East,90,4221,106,4205,1,3,,
01-12-2023,RES-24,North,33989,4179,57,38111,0,0,,
01-12-2023,RES-24,South,35985,3752,121,39616,0,0,,
01-12-2023,RES-24,West,39765,4558,137,44186,0,0,,
01-01-2024,ANA-01,Central,23231,5440,837,27834,0,0,,
01-01-2024,ANA-01,East,29789,2788,759,31818,0,0,,
01-01-2024,ANA-01,North,28579,2722,1346,29955,0,0,,
01-01-2024,ANA-01,South,694,1496,696,1494,2,2,,
01-01-2024,ANA-01,West,32686,2365,851,34200,0,0,,
01-01-2024,ANA-02,Central,32498,3128,1132,34494,0,0,,
01-01-2024,ANA-02,East,11642,3488,1500,13630,0,0,,
01-01-2024,ANA-02,North,1803,3399,1847,3355,1,27,,
01-01-2024,ANA-02,South,1377,2745,1404,2718,1,22,,
01-01-2024,ANA-02,West,2057,3222,2092,3187,3,10,,
01-01-2024,ANA-03,Central,35031,3703,251,38483,0,0,,
01-01-2024,ANA-03,East,34143,2745,419,36469,0,0,,
01-01-2024,ANA-03,North,36412,3092,298,39206,0,0,,
01-01-2024,ANA-03,South,42689,3231,133,45787,0,0,,
01-01-2024,ANA-03,West,35284,2899,511,37672,0,0,,
01-01-2024,ANA-07,Central,28999,2813,562,31250,0,0,,
01-01-2024,ANA-07,East,35023,2945,396,37572,0,0,,
01-01-2024,ANA-07,North,37325,3834,324,40835,0,0,,
01-01-2024,ANA-07,South,32521,2643,213,34951,0,0,,
01-01-2024,ANA-07,West,33175,3527,494,36208,0,0,,
01-01-2024,ANA-09,Central,33344,2861,953,35252,0,0,,
01-01-2024,ANA-09,East,32452,3657,664,35445,0,0,,
01-01-2024,ANA-09,North,41912,1475,86,43301,0,0,,
01-01-2024,ANA-09,South,31971,3932,610,35293,0,0,,
01-01-2024,ANA-09,West,27268,3713,681,30300,0,0,,
01-01-2024,ANA-12,Central,39400,2916,369,41947,0,0,,
01-01-2024,ANA-12,East,34967,2747,211,37503,0,0,,
01-01-2024,ANA-12,North,33827,2532,402,35957,0,0,,
01-01-2024,ANA-12,South,34247,3202,458,36991,0,0,,
01-01-2024,ANA-12,West,175,3742,219,3698,4,35,,
01-01-2024,ANA-18,Central,23921,4119,1055,26985,0,0,,
01-01-2024,ANA-18,East,527,2265,534,2258,2,5,,
01-01-2024,ANA-18,North,852,3853,869,3836,2,17,,
01-01-2024,ANA-18,South,34249,3380,1033,36596,0,0,,
01-01-2024,ANA-18,West,11996,2553,1351,13198,0,0,,
01-01-2024,ANA-21,Central,29427,2383,814,30996,0,0,,
01-01-2024,ANA-21,East,313,2843,324,2832,3,9,,
01-01-2024,ANA-21,North,32342,3108,260,35190,0,0,,
01-01-2024,ANA-21,South,36083,1492,166,37409,0,0,,
01-01-2024,ANA-21,West,33023,3584,432,36175,0,0,,
01-01-2024,ANA-23,Central,28298,3882,644,31536,0,0,,
01-01-2024,ANA-23,East,13993,2116,1595,14514,0,0,,
01-01-2024,ANA-23,North,21130,2390,1421,22099,0,0,,
01-01-2024,ANA-23,South,26537,2767,1232,28072,0,0,,
01-01-2024,ANA-23,West,94,2817,95,2816,4,0,,
01-01-2024,ANT-13,Central,34961,2457,723,36695,0,0,,
01-01-2024,ANT-13,East,34179,3514,200,37493,0,0,,
01-01-2024,ANT-13,North,27426,2010,816,28620,0,0,,
01-01-2024,ANT-13,South,32357,3142,358,35141,0,0,,
01-01-2024,ANT-13,West,32293,2332,747,33878,0,0,,
01-01-2024,ANT-25,Central,29053,2864,199,31718,0,0,,
01-01-2024,ANT-25,East,180,4008,218,3970,1,4,,
01-01-2024,ANT-25,North,36997,4078,248,40827,0,0,,
01-01-2024,ANT-25,South,32315,4718,419,36614,0,0,,
01-01-2024,ANT-25,West,30778,3771,922,33627,0,0,,
01-01-2024,CAR-05,Central,24411,3818,3107,25122,0,0,,
01-01-2024,CAR-05,East,26937,2365,1539,27763,0,0,,
01-01-2024,CAR-05,North,31900,4513,414,35999,0,0,,
01-01-2024,CAR-05,South,14441,2482,2468,14455,0,0,,
01-01-2024,CAR-05,West,21702,2616,1097,23221,0,0,,
01-01-2024,CAR-08,Central,37763,2532,666,39629,0,0,,
01-01-2024,CAR-08,East,33970,3503,567,36906,0,0,,
01-01-2024,CAR-08,North,34977,2676,418,37235,0,0,,
01-01-2024,CAR-08,South,44755,2463,147,47071,0,0,,
01-01-2024,CAR-08,West,36898,3560,48,40410,0,0,,
01-01-2024,CAR-10,Central,32186,3248,716,34718,0,0,,
01-01-2024,CAR-10,East,38857,4253,357,42753,0,0,,
01-01-2024,CAR-10,North,34739,2300,262,36777,0,0,,
01-01-2024,CAR-10,South,37600,3339,470,40469,0,0,,
01-01-2024,CAR-10,West,504,2696,554,2646,2,3,,
01-01-2024,CAR-14,Central,36813,2274,188,38899,0,0,,
01-01-2024,CAR-14,East,32892,1930,878,33944,0,0,,
01-01-2024,CAR-14,North,38570,1878,473,39975,0,0,,
01-01-2024,CAR-14,South,26469,3801,529,29741,0,0,,
01-01-2024,CAR-14,West,272,2420,300,2392,2,10,,
01-01-2024,CAR-15,Central,23212,2527,1307,24432,0,0,,
01-01-2024,CAR-15,East,43311,3111,0,46422,0,0,,
01-01-2024,CAR-15,North,1016,3002,1031,2987,1,12,,
01-01-2024,CAR-15,South,31127,3261,145,34243,0,0,,
01-01-2024,CAR-15,West,25272,3069,512,27829,0,0,,
01-01-2024,CAR-20,Central,35577,3929,667,38839,0,0,,
01-01-2024,CAR-20,East,34448,2084,92,36440,0,0,,
01-01-2024,CAR-20,North,42726,1682,479,43929,0,0,,
01-01-2024,CAR-20,South,364,3595,408,3551,1,4,,
01-01-2024,CAR-20,West,547,3879,566,3860,1,0,,
01-01-2024,CAR-22,Central,34577,2842,248,37171,0,0,,
01-01-2024,CAR-22,East,37192,3615,448,40359,0,0,,
01-01-2024,CAR-22,North,40400,3049,289,43160,0,0,,
01-01-2024,CAR-22,South,40213,4113,119,44207,0,0,,
01-01-2024,CAR-22,West,32873,3979,132,36720,0,0,,
01-01-2024,DIA-11,Central,39290,2177,269,41198,0,0,,
01-01-2024,DIA-11,East,39381,2892,205,42068,0,0,,
01-01-2024,DIA-11,North,39698,3412,117,42993,0,0,,
01-01-2024,DIA-11,South,36382,3888,473,39797,0,0,,
01-01-2024,DIA-11,West,9,4570,37,4542,2,22,,
01-01-2024,DIA-16,Central,148,2312,176,2284,1,24,,
01-01-2024,DIA-16,East,33443,2237,169,35511,0,0,,
01-01-2024,DIA-16,North,30054,3325,725,32654,0,0,,
01-01-2024,DIA-16,South,31440,1556,1129,31867,0,0,,
01-01-2024,DIA-16,West,33085,2294,412,34967,0,0,,
01-01-2024,RES-04,Central,35774,3876,277,39373,0,0,,
01-01-2024,RES-04,East,31616,1620,671,32565,0,0,,
01-01-2024,RES-04,North,37319,4797,138,41978,0,0,,
01-01-2024,RES-04,South,30435,3423,638,33220,0,0,,
01-01-2024,RES-04,West,37386,2803,382,39807,0,0,,
01-01-2024,RES-06,Central,342,3361,355,3348,2,12,,
01-01-2024,RES-06,East,31782,4458,331,35909,0,0,,
01-01-2024,RES-06,North,34451,1656,365,35742,0,0,,
01-01-2024,RES-06,South,174,2664,202,2636,1,27,,
01-01-2024,RES-06,West,33083,2656,431,35308,0,0,,
01-01-2024,RES-17,Central,110,2805,124,2791,3,4,,
01-01-2024,RES-17,East,30176,2885,656,32405,0,0,,
01-01-2024,RES-17,North,34064,3292,626,36730,0,0,,
01-01-2024,RES-17,South,33057,3982,393,36646,0,0,,
01-01-2024,RES-17,West,39415,3286,563,42138,0,0,,
01-01-2024,RES-19,Central,37903,4294,176,42021,0,0,,
01-01-2024,RES-19,East,36799,4201,298,40702,0,0,,
01-01-2024,RES-19,North,36774,3220,48,39946,0,0,,
01-01-2024,RES-19,South,40038,3268,472,42834,0,0,,
01-01-2024,RES-19,West,281,2518,322,2477,2,13,,
01-01-2024,RES-24,Central,29811,2068,543,31336,0,0,,
01-01-2024,RES-24,East,38433,2206,40,40599,0,0,,
01-01-2024,RES-24,North,38111,3641,137,41615,0,0,,
01-01-2024,RES-24,South,39616,3432,309,42739,0,0,,
01-01-2024,RES-24,West,44186,1927,294,45819,0,0,,
01-02-2024,ANA-01,Central,27834,3015,898,29951,0,0,,
01-02-2024,ANA-01,East,31818,3445,557,34706,0,0,,
01-02-2024,ANA-01,North,29955,3381,941,32395,0,0,,
01-02-2024,ANA-01,South,27338,1370,789,27919,0,0,,
01-02-2024,ANA-01,West,34200,2312,431,36081,0,0,,
01-02-2024,ANA-02,Central,34494,2158,660,35992,0,0,,
01-02-2024,ANA-02,East,13630,1890,3409,12111,0,0,,
01-02-2024,ANA-02,North,20402,1083,1626,19859,0,0,,
01-02-2024,ANA-02,South,671,3834,681,3824,1,7,,
01-02-2024,ANA-02,West,13357,2718,2425,13650,0,0,,
01-02-2024,ANA-03,Central,38483,3286,282,41487,0,0,,
01-02-2024,ANA-03,East,36469,3226,256,39439,0,0,,
01-02-2024,ANA-03,North,39206,2004,401,40809,0,0,,
01-02-2024,ANA-03,South,220,3132,230,3122,3,5,,
01-02-2024,ANA-03,West,37672,4024,353,41343,0,0,,
01-02-2024,ANA-07,Central,31250,3520,293,34477,0,0,,
01-02-2024,ANA-07,East,37572,1422,281,38713,0,0,,
01-02-2024,ANA-07,North,40835,1680,192,42323,0,0,,
01-02-2024,ANA-07,South,198,2469,215,2452,1,12,,
01-02-2024,ANA-07,West,36208,5586,735,41059,0,0,,
01-02-2024,ANA-09,Central,35252,4654,667,39239,0,0,,
01-02-2024,ANA-09,East,35445,4231,759,38917,0,0,,
01-02-2024,ANA-09,North,43301,2620,68,45853,0,0,,
01-02-2024,ANA-09,South,35293,3259,289,38263,0,0,,
01-02-2024,ANA-09,West,30300,2398,1354,31344,0,0,,
01-02-2024,ANA-12,Central,41947,2200,197,43950,0,0,,
01-02-2024,ANA-12,East,275,1756,295,1736,1,6,,
01-02-2024,ANA-12,North,35957,3303,288,38972,0,0,,
01-02-2024,ANA-12,South,36991,3117,336,39772,0,0,,
01-02-2024,ANA-12,West,42138,1652,149,43641,0,0,,
01-02-2024,ANA-18,Central,26985,3662,1337,29310,0,0,,
01-02-2024,ANA-18,East,30485,3023,683,32825,0,0,,
01-02-2024,ANA-18,North,30620,3809,830,33599,0,0,,
01-02-2024,ANA-18,South,36596,3808,637,39767,0,0,,
01-02-2024,ANA-18,West,13198,3588,2159,14627,0,0,,
01-02-2024,ANA-21,Central,30996,3393,480,33909,0,0,,
01-02-2024,ANA-21,East,39816,2431,506,41741,0,0,,
01-02-2024,ANA-21,North,35190,3608,595,38203,0,0,,
01-02-2024,ANA-21,South,37409,3812,498,40723,0,0,,
01-02-2024,ANA-21,West,283,2614,296,2601,2,2,,
01-02-2024,ANA-23,Central,31536,3069,1207,33398,0,0,,
01-02-2024,ANA-23,East,14514,2929,1310,16133,0,0,,
01-02-2024,ANA-23,North,22099,2544,2454,22189,0,0,,
01-02-2024,ANA-23,South,1634,4689,1662,4661,4,1,,
01-02-2024,ANA-23,West,119,4686,149,4656,2,12,,
01-02-2024,ANT-13,Central,36695,3996,679,40012,0,0,,
01-02-2024,ANT-13,East,93,3295,97,3291,2,1,,
01-02-2024,ANT-13,North,629,3371,653,3347,1,0,,
01-02-2024,ANT-13,South,35141,3918,271,38788,0,0,,
01-02-2024,ANT-13,West,33878,2690,478,36090,0,0,,
01-02-2024,ANT-25,Central,31718,4277,277,35718,0,0,,
01-02-2024,ANT-25,East,36260,2937,232,38965,0,0,,
01-02-2024,ANT-25,North,72,2170,83,2159,3,1,,
01-02-2024,ANT-25,South,36614,2664,895,38383,0,0,,
01-02-2024,ANT-25,West,33627,3714,545,36796,0,0,,
01-02-2024,CAR-05,Central,25122,3602,1432,27292,0,0,,
01-02-2024,CAR-05,East,27763,2915,805,29873,0,0,,
01-02-2024,CAR-05,North,35999,3287,827,38459,0,0,,
01-02-2024,CAR-05,South,14455,2084,1643,14896,0,0,,
01-02-2024,CAR-05,West,532,3970,569,3933,2,9,,
01-02-2024,CAR-08,Central,39629,2116,404,41341,0,0,,
01-02-2024,CAR-08,East,36906,3163,415,39654,0,0,,
01-02-2024,CAR-08,North,456,2474,465,2465,1,2,,
01-02-2024,CAR-08,South,47071,3247,198,50120,0,0,,
01-02-2024,CAR-08,West,178,2220,207,2191,2,9,,
01-02-2024,CAR-10,Central,34718,2286,422,36582,0,0,,
01-02-2024,CAR-10,East,42753,2988,380,45361,0,0,,
01-02-2024,CAR-10,North,36777,3318,447,39648,0,0,,
01-02-2024,CAR-10,South,40469,4062,278,44253,0,0,,
01-02-2024,CAR-10,West,38826,3997,378,42445,0,0,,
01-02-2024,CAR-14,Central,38899,1278,295,39882,0,0,,
01-02-2024,CAR-14,East,567,3103,591,3079,4,18,,
01-02-2024,CAR-14,North,39975,3634,430,43179,0,0,,
01-02-2024,CAR-14,South,29741,1832,735,30838,0,0,,
01-02-2024,CAR-14,West,11,3879,37,3853,2,8,,
01-02-2024,CAR-15,Central,24432,3461,1296,26597,0,0,,
01-02-2024,CAR-15,East,46422,2281,0,48703,0,0,,
01-02-2024,CAR-15,North,32519,3072,566,35025,0,0,,
01-02-2024,CAR-15,South,34243,2866,222,36887,0,0,,
01-02-2024,CAR-15,West,27829,1891,832,28888,0,0,,
01-02-2024,CAR-20,Central,38839,1875,628,40086,0,0,,
01-02-2024,CAR-20,East,36440,3224,359,39305,0,0,,
01-02-2024,CAR-20,North,43929,3101,171,46859,0,0,,
01-02-2024,CAR-20,South,242,3781,246,3777,3,4,,
01-02-2024,CAR-20,West,37871,3191,539,40523,0,0,,
01-02-2024,CAR-22,Central,37171,3617,219,40569,0,0,,
01-02-2024,CAR-22,East,40359,2808,480,42687,0,0,,
01-02-2024,CAR-22,North,162,4430,181,4411,2,15,,
01-02-2024,CAR-22,South,44207,4898,142,48963,0,0,,
01-02-2024,CAR-22,West,36720,4107,182,40645,0,0,,
01-02-2024,DIA-11,Central,41198,4668,157,45709,0,0,,
01-02-2024,DIA-11,East,42068,3616,222,45462,0,0,,
01-02-2024,DIA-11,North,42993,3916,172,46737,0,0,,
01-02-2024,DIA-11,South,39797,2943,274,42466,0,0,,
01-02-2024,DIA-11,West,0,4647,42,4605,4,10,,
01-02-2024,DIA-16,Central,37188,3765,198,40755,0,0,,
01-02-2024,DIA-16,East,453,3506,491,3468,1,23,,
01-02-2024,DIA-16,North,32654,2881,641,34894,0,0,,
01-02-2024,DIA-16,South,31867,2275,716,33426,0,0,,
01-02-2024,DIA-16,West,34967,1646,340,36273,0,0,,
01-02-2024,RES-04,Central,39373,4264,288,43349,0,0,,
01-02-2024,RES-04,East,32565,2219,314,34470,0,0,,
01-02-2024,RES-04,North,41978,4364,142,46200,0,0,,
01-02-2024,RES-04,South,33220,3608,522,36306,0,0,,
01-02-2024,RES-04,West,39807,2741,407,42141,0,0,,
01-02-2024,RES-06,Central,287,1839,307,1819,1,10,,
01-02-2024,RES-06,East,35909,3395,494,38810,0,0,,
01-02-2024,RES-06,North,35742,3067,291,38518,0,0,,
01-02-2024,RES-06,South,30689,3512,285,33916,0,0,,
01-02-2024,RES-06,West,35308,2420,441,37287,0,0,,
01-02-2024,RES-17,Central,66,2811,68,2809,2,0,,
01-02-2024,RES-17,East,32405,1215,430,33190,0,0,,
01-02-2024,RES-17,North,36730,2675,388,39017,0,0,,
01-02-2024,RES-17,South,36646,3260,269,39637,0,0,,
01-02-2024,RES-17,West,42138,4355,392,46101,0,0,,
01-02-2024,RES-19,Central,42021,3789,125,45685,0,0,,
